555031989,15671604
555031989,291554279
555031989,396764205
555031989,417345114
555031989,602967876
15671604,20490840
15671604,33923443
15671604,242637589
15671604,87710468
15671604,84860555
291554279,2257089540
291554279,1870769611
291554279,497675567
291554279,2918130479
291554279,492991594
396764205,99069880
396764205,3313309318
396764205,589123971
396764205,838078213
396764205,1239685879
417345114,167760471
417345114,244280163
417345114,16126957
417345114,714481697862127618
417345114,2472651750
602967876,1055384082
602967876,2190593537
602967876,380984069
602967876,3027278530
602967876,3597650116
20490840,32729193
20490840,518340481
20490840,20132655
20490840,1136574486
20490840,21829541
33923443,93654731
33923443,150433886
33923443,172429696
33923443,18428463
33923443,707414856677384192
242637589,860842652
242637589,1181920668
242637589,2845148412
242637589,2797241172
242637589,117347410
87710468,358464377
87710468,747188883755008001
87710468,737588374744141824
87710468,41842907
87710468,180666430
84860555,827657976
84860555,146595646
84860555,172373546
84860555,415905634
84860555,24921910
2257089540,25959064
2257089540,17850012
2257089540,21836409
2257089540,1853359238
2257089540,818881309
1870769611,33857467
1870769611,1278880530
1870769611,125447508
1870769611,2852368740
1870769611,484779015
497675567,1944722516
497675567,398536883
497675567,1026430712
497675567,1550415145
497675567,2313682455
2918130479,603660185
2918130479,2872661847
2918130479,75051887
2918130479,2826276334
2918130479,2330542284
492991594,167781199
492991594,1262776610
492991594,351100725
492991594,761985912456613888
492991594,1008571249
99069880,2465436362
99069880,1385680262
99069880,404015430
99069880,1254935054
99069880,969138260
3313309318,928132651
3313309318,403179950
3313309318,249096055
3313309318,1608220916
3313309318,1656186277
589123971,37599351
589123971,543703080
589123971,564464047
589123971,843082674
589123971,491064280
838078213,1662186853
838078213,423567022
838078213,2740082935
838078213,2181620206
838078213,1979169104
1239685879,2957320841
1239685879,1131564300
1239685879,33615604
1239685879,2733166242
1239685879,700950868493991936
167760471,517338086
167760471,1274675702
167760471,2699333150
167760471,164037051
167760471,521686479
244280163,178548991
244280163,311549762
244280163,17850785
244280163,1576268191
244280163,1581397015
16126957,1594185690
16126957,513310285
16126957,256176589
16126957,17731836
16126957,780500796
714481697862127618,2485361323
714481697862127618,2706255103
714481697862127618,27091019
714481697862127618,14818432
714481697862127618,965456102
2472651750,279967425
2472651750,402492344
2472651750,759421234375331840
2472651750,1969140308
2472651750,581474607
1055384082,2291870329
1055384082,986123312
1055384082,2303257388
1055384082,89682453
1055384082,2551250270
2190593537,181100541
2190593537,607762776
2190593537,445748168
2190593537,492390650
2190593537,1617816648
380984069,1265545812
380984069,2493978613
380984069,610192195
380984069,1191466099
380984069,783746924436418561
3027278530,470939195
3027278530,1320577962
3027278530,251491905
3027278530,2183393943
3027278530,462790562
3597650116,798891312
3597650116,78816575
3597650116,2185666440
3597650116,54272960
3597650116,27481725
